Using base path: ../../stat-nlp-nyu/private
Using model: trigram
UNKNOWN Word: brah
UNKNOWN Word: bruddah
UNKNOWN Word: uncritically
UNKNOWN Word: uncritically
UNKNOWN Word: borscht
UNKNOWN Word: instinctively
UNKNOWN Word: vernacular
UNKNOWN Word: shvartze
UNKNOWN Word: mustache
UNKNOWN Word: underdog
UNKNOWN Word: minstrel
UNKNOWN Word: vaudeville
UNKNOWN Word: mocking
UNKNOWN Word: gentile
UNKNOWN Word: zealot
UNKNOWN Word: blade
UNKNOWN Word: wielded
UNKNOWN Word: prattle
UNKNOWN Word: facilitating
UNKNOWN Word: intolerance
UNKNOWN Word: boil
UNKNOWN Word: simmer
UNKNOWN Word: passe
UNKNOWN Word: genre
UNKNOWN Word: sitcoms
UNKNOWN Word: simmer
UNKNOWN Word: bostonians
UNKNOWN Word: bachelor
UNKNOWN Word: maddie
UNKNOWN Word: redgrave
UNKNOWN Word: karin
UNKNOWN Word: brandon
UNKNOWN Word: maggart
UNKNOWN Word: disapproving
UNKNOWN Word: accents
UNKNOWN Word: maddie
UNKNOWN Word: jew
UNKNOWN Word: boil
UNKNOWN Word: simmer
UNKNOWN Word: bubbles
UNKNOWN Word: sitcoms
UNKNOWN Word: didactic
UNKNOWN Word: lear
UNKNOWN Word: enlighten
UNKNOWN Word: stereotypes
UNKNOWN Word: dislikes
UNKNOWN Word: incompatibility
UNKNOWN Word: preachiness
UNKNOWN Word: routines
UNKNOWN Word: sitcoms
UNKNOWN Word: carmelite
UNKNOWN Word: auschwitz
UNKNOWN Word: simmer
UNKNOWN Word: interrupt
UNKNOWN Word: shtik
UNKNOWN Word: shmaltzy
UNKNOWN Word: indices
UNKNOWN Word: amperex
UNKNOWN Word: markrud
UNKNOWN Word: hardball
UNKNOWN Word: acquiesce
UNKNOWN Word: upcoming
UNKNOWN Word: compels
UNKNOWN Word: detriment
UNKNOWN Word: domenici
UNKNOWN Word: idiots
UNKNOWN Word: repealed
UNKNOWN Word: excised
UNKNOWN Word: airway
UNKNOWN Word: depleting
UNKNOWN Word: styrofoam
UNKNOWN Word: semimonthly
UNKNOWN Word: garnered
UNKNOWN Word: captioned
UNKNOWN Word: kidding
UNKNOWN Word: reva
UNKNOWN Word: obey
UNKNOWN Word: garzarelli
UNKNOWN Word: garzarelli
UNKNOWN Word: snowball
UNKNOWN Word: cooperman
UNKNOWN Word: cooperman
UNKNOWN Word: cooperman
UNKNOWN Word: ticks
UNKNOWN Word: overheating
UNKNOWN Word: clocked
UNKNOWN Word: galbraith
UNKNOWN Word: manifestation
UNKNOWN Word: recurrent
UNKNOWN Word: galbraith
UNKNOWN Word: curzio
UNKNOWN Word: curzio
UNKNOWN Word: curzio
UNKNOWN Word: kangaroo
UNKNOWN Word: elucidative
UNKNOWN Word: heaping
UNKNOWN Word: scorn
UNKNOWN Word: loaves
UNKNOWN Word: bilious
UNKNOWN Word: scorn
UNKNOWN Word: criterion
UNKNOWN Word: doth
UNKNOWN Word: sleaze
UNKNOWN Word: embezzlement
UNKNOWN Word: sleaze
UNKNOWN Word: embezzlement
UNKNOWN Word: incompetency
UNKNOWN Word: weber
UNKNOWN Word: parsippany
UNKNOWN Word: inference
UNKNOWN Word: precludes
UNKNOWN Word: inference
UNKNOWN Word: accordance
UNKNOWN Word: inference
UNKNOWN Word: palmingiano
UNKNOWN Word: justifiable
UNKNOWN Word: absent
UNKNOWN Word: inference
UNKNOWN Word: concur
UNKNOWN Word: inference
UNKNOWN Word: spalsbury
UNKNOWN Word: estes
UNKNOWN Word: triskaidekaphobia
UNKNOWN Word: kolb
UNKNOWN Word: ricardo
UNKNOWN Word: spanned
UNKNOWN Word: jinxed
UNKNOWN Word: unlucky
UNKNOWN Word: kolb
UNKNOWN Word: escalated
UNKNOWN Word: unanswered
UNKNOWN Word: unanswered
UNKNOWN Word: unanswered
UNKNOWN Word: tarantino
UNKNOWN Word: tarantino
UNKNOWN Word: cecin
UNKNOWN Word: beautifully
UNKNOWN Word: thrived
UNKNOWN Word: cecin
UNKNOWN Word: calmer
UNKNOWN Word: intertech
UNKNOWN Word: eurodollars
UNKNOWN Word: fixedrate
UNKNOWN Word: scooping
UNKNOWN Word: daunted
UNKNOWN Word: shaved
UNKNOWN Word: janus
UNKNOWN Word: awad
UNKNOWN Word: awad
UNKNOWN Word: discerns
UNKNOWN Word: overlaid
UNKNOWN Word: severest
UNKNOWN Word: weisman
UNKNOWN Word: chalked
UNKNOWN Word: weisman
UNKNOWN Word: trapping
UNKNOWN Word: mortis
UNKNOWN Word: reprieve
UNKNOWN Word: pounded
UNKNOWN Word: feshbach
UNKNOWN Word: feshbach
UNKNOWN Word: nesbit
UNKNOWN Word: vitarine
UNKNOWN Word: vitarine
UNKNOWN Word: vitarine
UNKNOWN Word: nesbit
UNKNOWN Word: urinary
UNKNOWN Word: copiague
UNKNOWN Word: milligram
UNKNOWN Word: milligram
UNKNOWN Word: macrodantin
UNKNOWN Word: kaufhaus
UNKNOWN Word: uphold
UNKNOWN Word: koninklijke
UNKNOWN Word: ahold
UNKNOWN Word: ahold
UNKNOWN Word: ahold
UNKNOWN Word: singly
UNKNOWN Word: kudlow
UNKNOWN Word: mum
UNKNOWN Word: eerily
UNKNOWN Word: repetition
UNKNOWN Word: maneuverings
UNKNOWN Word: curtly
UNKNOWN Word: adminstration
UNKNOWN Word: reconciling
UNKNOWN Word: knowledgeware
UNKNOWN Word: permanente
UNKNOWN Word: hahnemann
UNKNOWN Word: dawkins
UNKNOWN Word: strand
UNKNOWN Word: yost
UNKNOWN Word: crump
UNKNOWN Word: crump
UNKNOWN Word: ashwood
UNKNOWN Word: regency
UNKNOWN Word: showalter
UNKNOWN Word: distaste
UNKNOWN Word: scwhab
UNKNOWN Word: helfman
UNKNOWN Word: bath
UNKNOWN Word: maserati
UNKNOWN Word: gloaters
UNKNOWN Word: pascal
UNKNOWN Word: antori
UNKNOWN Word: akron
UNKNOWN Word: antori
UNKNOWN Word: kidding
UNKNOWN Word: swarm
UNKNOWN Word: notepad
UNKNOWN Word: palmtops
UNKNOWN Word: novelties
UNKNOWN Word: munchkin
UNKNOWN Word: skimp
UNKNOWN Word: briefcases
UNKNOWN Word: portables
UNKNOWN Word: misleadingly
UNKNOWN Word: phonebook
UNKNOWN Word: notepad
UNKNOWN Word: ambitiously
UNKNOWN Word: froth
UNKNOWN Word: palmtops
UNKNOWN Word: poquet
UNKNOWN Word: palmtop
UNKNOWN Word: grail
UNKNOWN Word: portables
UNKNOWN Word: sniping
UNKNOWN Word: poquet
UNKNOWN Word: poquet
UNKNOWN Word: palmtops
UNKNOWN Word: poquet
UNKNOWN Word: purdy
UNKNOWN Word: poquet
UNKNOWN Word: gadget
UNKNOWN Word: poquet
UNKNOWN Word: sniping
UNKNOWN Word: inevitability
UNKNOWN Word: dynabook
UNKNOWN Word: canion
UNKNOWN Word: minisport
UNKNOWN Word: floppies
UNKNOWN Word: dynamite
UNKNOWN Word: talsky
UNKNOWN Word: lempesis
UNKNOWN Word: dataquest
UNKNOWN Word: avco
UNKNOWN Word: niagara
UNKNOWN Word: mohawk
UNKNOWN Word: navistar
UNKNOWN Word: braved
UNKNOWN Word: cardillo
UNKNOWN Word: finnie
UNKNOWN Word: nightwatch
UNKNOWN Word: fractioning
UNKNOWN Word: arsenio
UNKNOWN Word: treybig
UNKNOWN Word: treybig
UNKNOWN Word: tolerant
UNKNOWN Word: tellers
UNKNOWN Word: cyclone
UNKNOWN Word: configurations
UNKNOWN Word: wrest
UNKNOWN Word: siphon
UNKNOWN Word: cyclone
UNKNOWN Word: treybig
UNKNOWN Word: treybig
UNKNOWN Word: irrepressible
UNKNOWN Word: strangely
UNKNOWN Word: zarnowitz
UNKNOWN Word: akers
UNKNOWN Word: sustenance
UNKNOWN Word: reassess
UNKNOWN Word: chimerine
UNKNOWN Word: bala
UNKNOWN Word: cynwyd
UNKNOWN Word: zarnowitz
UNKNOWN Word: retrench
UNKNOWN Word: chimerine
UNKNOWN Word: readiness
UNKNOWN Word: reigniting
UNKNOWN Word: lockstep
UNKNOWN Word: skidding
UNKNOWN Word: bogner
UNKNOWN Word: pigments
UNKNOWN Word: conoco
UNKNOWN Word: ravitz
UNKNOWN Word: centel
UNKNOWN Word: repackaged
UNKNOWN Word: ciminero
UNKNOWN Word: quicken
UNKNOWN Word: writ
UNKNOWN Word: rollin
UNKNOWN Word: trexler
UNKNOWN Word: thames
UNKNOWN Word: rerun
UNKNOWN Word: slickly
UNKNOWN Word: longman
UNKNOWN Word: longman
UNKNOWN Word: blabs
UNKNOWN Word: longman
UNKNOWN Word: perfidious
UNKNOWN Word: longman
UNKNOWN Word: innocently
UNKNOWN Word: loutish
UNKNOWN Word: kelp
UNKNOWN Word: hurries
UNKNOWN Word: premise
UNKNOWN Word: conspicuously
UNKNOWN Word: declan
UNKNOWN Word: obligatory
UNKNOWN Word: anomalies
UNKNOWN Word: thatcherian
UNKNOWN Word: yuppily
UNKNOWN Word: palatable
UNKNOWN Word: inflates
UNKNOWN Word: pony
UNKNOWN Word: tailed
UNKNOWN Word: laundromat
UNKNOWN Word: punky
UNKNOWN Word: dupes
UNKNOWN Word: piranha
UNKNOWN Word: dumps
UNKNOWN Word: dieppe
UNKNOWN Word: thames
UNKNOWN Word: longman
UNKNOWN Word: quid
UNKNOWN Word: volley
UNKNOWN Word: flog
UNKNOWN Word: yank
UNKNOWN Word: thames
UNKNOWN Word: taffner
UNKNOWN Word: discreetly
UNKNOWN Word: antecedents
UNKNOWN Word: taffner
UNKNOWN Word: marvelously
UNKNOWN Word: resemblances
UNKNOWN Word: misplaced
UNKNOWN Word: backflips
UNKNOWN Word: explodes
UNKNOWN Word: huntz
UNKNOWN Word: microchips
UNKNOWN Word: rustin
UNKNOWN Word: pare
UNKNOWN Word: wink
UNKNOWN Word: fledging
UNKNOWN Word: savoca
UNKNOWN Word: savoca
UNKNOWN Word: savoca
UNKNOWN Word: borten
UNKNOWN Word: electro
UNKNOWN Word: optics
UNKNOWN Word: imperialists
UNKNOWN Word: szabad
UNKNOWN Word: barnabas
UNKNOWN Word: bueky
UNKNOWN Word: imperialism
UNKNOWN Word: deak
UNKNOWN Word: stripe
UNKNOWN Word: livelier
UNKNOWN Word: tongues
UNKNOWN Word: belorussian
UNKNOWN Word: kazakh
UNKNOWN Word: kirghiz
UNKNOWN Word: rename
UNKNOWN Word: jamming
UNKNOWN Word: frequencies
UNKNOWN Word: correspondents
UNKNOWN Word: messengers
UNKNOWN Word: nagykanizsa
UNKNOWN Word: nyiregyhaza
UNKNOWN Word: newsreel
UNKNOWN Word: lighten
UNKNOWN Word: lighthearted
UNKNOWN Word: intersperses
UNKNOWN Word: deak
UNKNOWN Word: influenza
UNKNOWN Word: flare
UNKNOWN Word: politic
UNKNOWN Word: mutate
UNKNOWN Word: afflict
UNKNOWN Word: aspersion
UNKNOWN Word: smallpox
UNKNOWN Word: utopian
UNKNOWN Word: nostalgia
UNKNOWN Word: evokes
UNKNOWN Word: wastrel
UNKNOWN Word: curing
UNKNOWN Word: infecting
UNKNOWN Word: emptying
UNKNOWN Word: bedpans
UNKNOWN Word: tutoring
UNKNOWN Word: librarians
UNKNOWN Word: voucher
UNKNOWN Word: unskilled
UNKNOWN Word: spoil
UNKNOWN Word: broth
UNKNOWN Word: unwholesome
UNKNOWN Word: glop
UNKNOWN Word: scholarships
UNKNOWN Word: exert
UNKNOWN Word: utopian
UNKNOWN Word: socked
UNKNOWN Word: progenitors
UNKNOWN Word: szanton
UNKNOWN Word: emporium
UNKNOWN Word: wilber
UNKNOWN Word: wilber
UNKNOWN Word: wilber
UNKNOWN Word: bedminster
UNKNOWN Word: localities
UNKNOWN Word: prerequisite
UNKNOWN Word: mccurdy
UNKNOWN Word: dues
UNKNOWN Word: citizenship
UNKNOWN Word: abomination
UNKNOWN Word: regimentation
UNKNOWN Word: compulsory
UNKNOWN Word: barracks
UNKNOWN Word: mccurdy
UNKNOWN Word: arguably
UNKNOWN Word: compulsion
UNKNOWN Word: unenforceable
UNKNOWN Word: refusers
UNKNOWN Word: volunteering
UNKNOWN Word: rehabilitated
UNKNOWN Word: tutored
UNKNOWN Word: stipends
UNKNOWN Word: challengeable
UNKNOWN Word: unprecedentedly
UNKNOWN Word: behaviors
UNKNOWN Word: reoriented
UNKNOWN Word: dune
UNKNOWN Word: incurring
UNKNOWN Word: szanton
UNKNOWN Word: overt
UNKNOWN Word: portrayals
UNKNOWN Word: reticence
UNKNOWN Word: consultations
UNKNOWN Word: render
UNKNOWN Word: nav:22.15
UNKNOWN Word: breaths
UNKNOWN Word: massacres
UNKNOWN Word: pundits
UNKNOWN Word: ibbotson
UNKNOWN Word: ibbotson
UNKNOWN Word: ibbotson
UNKNOWN Word: panics
UNKNOWN Word: panics
UNKNOWN Word: janus
UNKNOWN Word: wal
UNKNOWN Word: fleckenstein
UNKNOWN Word: fleckenstein
UNKNOWN Word: fleckenstein
UNKNOWN Word: aubrey
UNKNOWN Word: lanston
UNKNOWN Word: zoom
UNKNOWN Word: praiseworthy
UNKNOWN Word: didion
UNKNOWN Word: didion
UNKNOWN Word: ubberroth
UNKNOWN Word: sidecar
UNKNOWN Word: dubnow
UNKNOWN Word: dubnow
UNKNOWN Word: remake
UNKNOWN Word: awash
UNKNOWN Word: sporkin
UNKNOWN Word: barnacles
UNKNOWN Word: sops
UNKNOWN Word: interventionists
UNKNOWN Word: pauses
UNKNOWN Word: pauses
UNKNOWN Word: unify
UNKNOWN Word: nikolai
UNKNOWN Word: lutsenko
UNKNOWN Word: nika
UNKNOWN Word: nedelya
UNKNOWN Word: lutsenko
UNKNOWN Word: nedelya
UNKNOWN Word: nedelya
UNKNOWN Word: lutsenko
UNKNOWN Word: nika
UNKNOWN Word: deadlock
UNKNOWN Word: infiltrated
UNKNOWN Word: lausanne
UNKNOWN Word: parakeets
UNKNOWN Word: orchids
UNKNOWN Word: lyster
UNKNOWN Word: frigate
UNKNOWN Word: torpedoed
UNKNOWN Word: affinity
UNKNOWN Word: harnessing
UNKNOWN Word: yuan
UNKNOWN Word: priests
UNKNOWN Word: patriarchate
UNKNOWN Word: uspensky
UNKNOWN Word: cathedral
UNKNOWN Word: crowned
UNKNOWN Word: buddha
UNKNOWN Word: wan
UNKNOWN Word: po
UNKNOWN Word: iken
UNKNOWN Word: iken
UNKNOWN Word: prototypes
UNKNOWN Word: underselling
UNKNOWN Word: iken
UNKNOWN Word: wrathful
UNKNOWN Word: undersold
UNKNOWN Word: gist
UNKNOWN Word: eslinger
UNKNOWN Word: rubik
UNKNOWN Word: eslinger
UNKNOWN Word: grind
UNKNOWN Word: sprizzo
UNKNOWN Word: capetronic
UNKNOWN Word: brightly
UNKNOWN Word: traces
UNKNOWN Word: baxley
UNKNOWN Word: prototypes
UNKNOWN Word: fairs
UNKNOWN Word: baxley
UNKNOWN Word: eslinger
UNKNOWN Word: baxley
UNKNOWN Word: skirmished
UNKNOWN Word: carve
UNKNOWN Word: debilitating
UNKNOWN Word: tenney
UNKNOWN Word: unitil
UNKNOWN Word: unitil
UNKNOWN Word: unitil
UNKNOWN Word: exeter
UNKNOWN Word: fitchburg
UNKNOWN Word: fitchburg
UNKNOWN Word: unitil
UNKNOWN Word: fitchburg
UNKNOWN Word: rocha
UNKNOWN Word: garza
UNKNOWN Word: rocha
UNKNOWN Word: garza
UNKNOWN Word: wollaeger
UNKNOWN Word: investcorp
UNKNOWN Word: investcorp
UNKNOWN Word: aspen
UNKNOWN Word: connector
UNKNOWN Word: aspen
UNKNOWN Word: aspen
UNKNOWN Word: aermacchi
UNKNOWN Word: varese
UNKNOWN Word: trainers
UNKNOWN Word: trainers
UNKNOWN Word: trainers
UNKNOWN Word: aermacchi
UNKNOWN Word: aermacchi
UNKNOWN Word: metalworkers
UNKNOWN Word: frenchman
UNKNOWN Word: stoke
UNKNOWN Word: pervaded
UNKNOWN Word: bloomingdales
UNKNOWN Word: carleton
UNKNOWN Word: abbett
UNKNOWN Word: witnessed
UNKNOWN Word: creamed
UNKNOWN Word: carleton
UNKNOWN Word: readjustment
UNKNOWN Word: lowenstein
UNKNOWN Word: observation
UNKNOWN Word: ticker
UNKNOWN Word: impacted
UNKNOWN Word: trickery
UNKNOWN Word: fogged
UNKNOWN Word: smokescreens
UNKNOWN Word: congratulations
UNKNOWN Word: existance
UNKNOWN Word: thankfully
UNKNOWN Word: binges
UNKNOWN Word: underpriced
UNKNOWN Word: cured
UNKNOWN Word: coherence
UNKNOWN Word: greeks
UNKNOWN Word: hagglings
UNKNOWN Word: miscegenation
UNKNOWN Word: constantine
UNKNOWN Word: mitsotakis
UNKNOWN Word: quaint
UNKNOWN Word: hellenic
UNKNOWN Word: pasok
UNKNOWN Word: papandreou
UNKNOWN Word: ostensible
UNKNOWN Word: purportedly
UNKNOWN Word: papandreou
UNKNOWN Word: catharsis
UNKNOWN Word: parte
UNKNOWN Word: forthright
UNKNOWN Word: pasok
UNKNOWN Word: pasok
UNKNOWN Word: eluding
UNKNOWN Word: drachmas
UNKNOWN Word: funneled
UNKNOWN Word: circumstantial
UNKNOWN Word: pasok
UNKNOWN Word: clinching
UNKNOWN Word: greeks
UNKNOWN Word: pasok
UNKNOWN Word: papandreou
UNKNOWN Word: wiretaps
UNKNOWN Word: jinks
UNKNOWN Word: pasok
UNKNOWN Word: papandreou
UNKNOWN Word: ousting
UNKNOWN Word: pasok
UNKNOWN Word: thwarting
UNKNOWN Word: enticed
UNKNOWN Word: pasok
UNKNOWN Word: betrayed
UNKNOWN Word: pasok
UNKNOWN Word: mitsotakis
UNKNOWN Word: pasok
UNKNOWN Word: stench
UNKNOWN Word: seals
UNKNOWN Word: harshest
UNKNOWN Word: accusers
UNKNOWN Word: unsure
UNKNOWN Word: revamp
UNKNOWN Word: mohammed
UNKNOWN Word: rashid
UNKNOWN Word: rashid
UNKNOWN Word: greeks
UNKNOWN Word: pasok
UNKNOWN Word: pasok
UNKNOWN Word: papandreou
UNKNOWN Word: papandreou
UNKNOWN Word: hamstring
UNKNOWN Word: glaringly
UNKNOWN Word: pasok
UNKNOWN Word: clarity
UNKNOWN Word: rectification
UNKNOWN Word: papandreou
UNKNOWN Word: slingers
UNKNOWN Word: raked
UNKNOWN Word: mapped
UNKNOWN Word: gruber
UNKNOWN Word: unsubsidized
UNKNOWN Word: concurrently
UNKNOWN Word: counterbalanced
UNKNOWN Word: pertains
UNKNOWN Word: twiggy
UNKNOWN Word: twiggy
UNKNOWN Word: milberg
UNKNOWN Word: bershad
UNKNOWN Word: specthrie
UNKNOWN Word: lerach
UNKNOWN Word: petitioned
UNKNOWN Word: trebled
UNKNOWN Word: myerson
UNKNOWN Word: myerson
UNKNOWN Word: kuhn
UNKNOWN Word: finley
UNKNOWN Word: kumble
UNKNOWN Word: wagner
UNKNOWN Word: underberg
UNKNOWN Word: myerson
UNKNOWN Word: pappas
UNKNOWN Word: myerson
UNKNOWN Word: kuhn
UNKNOWN Word: myerson
UNKNOWN Word: kuhn
UNKNOWN Word: reimbursed
UNKNOWN Word: reimbursed
UNKNOWN Word: shepard
UNKNOWN Word: goldfein
UNKNOWN Word: goldfein
UNKNOWN Word: jaworski
UNKNOWN Word: fenerty
UNKNOWN Word: affiliating
UNKNOWN Word: jaworski
UNKNOWN Word: jaworski
UNKNOWN Word: respiratory
UNKNOWN Word: retardant
UNKNOWN Word: diane
UNKNOWN Word: killory
UNKNOWN Word: foerster
UNKNOWN Word: killory
UNKNOWN Word: magurno
UNKNOWN Word: magurno
UNKNOWN Word: magurno
UNKNOWN Word: cpu
UNKNOWN Word: rosenblatt
UNKNOWN Word: rosenblatt
UNKNOWN Word: rosenblatt
UNKNOWN Word: rosenblatt
UNKNOWN Word: zuckerman
UNKNOWN Word: rosenblatt
UNKNOWN Word: mcloughlin
UNKNOWN Word: mcloughlin
UNKNOWN Word: zuckerman
UNKNOWN Word: rosenblatt
UNKNOWN Word: irregular
UNKNOWN Word: keystone
UNKNOWN Word: keystone
UNKNOWN Word: keystone
UNKNOWN Word: keystone
UNKNOWN Word: keystone
UNKNOWN Word: taker
UNKNOWN Word: wholesalers
UNKNOWN Word: fencing
UNKNOWN Word: barbed
UNKNOWN Word: donaldsonville
UNKNOWN Word: mothballing
UNKNOWN Word: reactivated
UNKNOWN Word: synthesizer
UNKNOWN Word: laminated
UNKNOWN Word: replays
UNKNOWN Word: bowder
UNKNOWN Word: bowder
UNKNOWN Word: carnage
UNKNOWN Word: gaines
UNKNOWN Word: gaines
UNKNOWN Word: berland
UNKNOWN Word: hammer
UNKNOWN Word: weeked
UNKNOWN Word: commerical
UNKNOWN Word: rattner
UNKNOWN Word: rattner
UNKNOWN Word: junkbond
UNKNOWN Word: kollmorgen
UNKNOWN Word: vernitron
UNKNOWN Word: kollmorgen
UNKNOWN Word: lebo
UNKNOWN Word: lebo
UNKNOWN Word: junkbond
UNKNOWN Word: weisman
UNKNOWN Word: waking
UNKNOWN Word: catches
UNKNOWN Word: skyline
UNKNOWN Word: overreacted
UNKNOWN Word: overreacted
UNKNOWN Word: prophecy
UNKNOWN Word: flattening
UNKNOWN Word: catches
UNKNOWN Word: leinberger
UNKNOWN Word: kysor
UNKNOWN Word: powerboat
UNKNOWN Word: kysor
UNKNOWN Word: interceded
UNKNOWN Word: forceful
UNKNOWN Word: zealous
UNKNOWN Word: wertheimer
UNKNOWN Word: abney
UNKNOWN Word: ting
UNKNOWN Word: shootings
UNKNOWN Word: yeh
UNKNOWN Word: matchbox
UNKNOWN Word: matchbox
UNKNOWN Word: hu
UNKNOWN Word: shing
UNKNOWN Word: matchbox
UNKNOWN Word: shing
UNKNOWN Word: kader
UNKNOWN Word: ting
UNKNOWN Word: chastened
UNKNOWN Word: excite
UNKNOWN Word: ninja
UNKNOWN Word: turtles
UNKNOWN Word: playmates
UNKNOWN Word: centimeter
UNKNOWN Word: turtles
UNKNOWN Word: kwan
UNKNOWN Word: playmates
UNKNOWN Word: ninja
UNKNOWN Word: turtles
UNKNOWN Word: reptilian
UNKNOWN Word: kwan
UNKNOWN Word: ninja
UNKNOWN Word: turtles
UNKNOWN Word: playmates
UNKNOWN Word: overstrained
UNKNOWN Word: industrialization
UNKNOWN Word: kwan
UNKNOWN Word: playmates
UNKNOWN Word: starr
UNKNOWN Word: rehnquist
UNKNOWN Word: garnered
UNKNOWN Word: hodgson
UNKNOWN Word: alcoa
UNKNOWN Word: siedenburg
UNKNOWN Word: ingots
UNKNOWN Word: alloy
UNKNOWN Word: atwell
UNKNOWN Word: atwell
UNKNOWN Word: buffing
UNKNOWN Word: alcoa
UNKNOWN Word: fin
UNKNOWN Word: syn
UNKNOWN Word: skirting
UNKNOWN Word: fin
UNKNOWN Word: syn
UNKNOWN Word: aggravate
UNKNOWN Word: fin
UNKNOWN Word: syn
UNKNOWN Word: privy
UNKNOWN Word: valenti
UNKNOWN Word: vociferous
UNKNOWN Word: lineups
UNKNOWN Word: rerun
UNKNOWN Word: fries
UNKNOWN Word: valenti
UNKNOWN Word: unshackled
UNKNOWN Word: holston
UNKNOWN Word: fin
UNKNOWN Word: syn
UNKNOWN Word: drumbeat
UNKNOWN Word: decrying
UNKNOWN Word: lilley
UNKNOWN Word: fin
UNKNOWN Word: syn
UNKNOWN Word: rerun
UNKNOWN Word: convolutions
UNKNOWN Word: tantalizingly
UNKNOWN Word: hammer
UNKNOWN Word: reedy
UNKNOWN Word: reedy
UNKNOWN Word: microchip
UNKNOWN Word: succumbed
UNKNOWN Word: s.grove
UNKNOWN Word: reunited
UNKNOWN Word: dapper
UNKNOWN Word: fists
UNKNOWN Word: lusaka
UNKNOWN Word: zambia
UNKNOWN Word: unconditional
UNKNOWN Word: rebirth
UNKNOWN Word: cassim
UNKNOWN Word: saloojee
UNKNOWN Word: repressive
UNKNOWN Word: disillusionment
UNKNOWN Word: agitation
UNKNOWN Word: townships
UNKNOWN Word: overthrow
UNKNOWN Word: lusaka
UNKNOWN Word: lions
UNKNOWN Word: lions
UNKNOWN Word: mokaba
UNKNOWN Word: mlangeni
UNKNOWN Word: umkhonto
WSJ Perplexity:  473.67912443350593
HUB Perplexity:  494.3498033864762
WER Baselines:
  Best Path:  0.0
  Worst Path: 0.21014009339559706
  Avg Path:   0.11927055936159012

GUESS:	AM: -2.12E03	LM: -7.39E01	Total: -2.19E03	[but, many, oil, analyst, said, market, fundamentals, remain, bearish]
GOLD:	AM: -2.12E03	LM: -7.60E01	Total: -2.20E03	[but, many, oil, analysts, said, market, fundamentals, remain, bearish]

GUESS:	AM: -2.76E03	LM: -1.07E02	Total: -2.87E03	[fully, forty, three, percent, felt, that, communication, programs, do, n't, work, or, are, n't, sure, that, they, do]
GOLD:	AM: -2.76E03	LM: -1.14E02	Total: -2.87E03	[fully, forty, three, percent, felt, their, communication, programs, do, n't, work, or, are, n't, sure, that, they, do]

GUESS:	AM: -1.58E03	LM: -4.39E01	Total: -1.63E03	[they, were, caught, before, completing, the, purchase]
GOLD:	AM: -1.58E03	LM: -4.39E01	Total: -1.63E03	[they, were, caught, before, completing, the, purchase]

GUESS:	AM: -2.18E03	LM: -8.67E01	Total: -2.26E03	[when, the, subordinate, bad, mouths, he, has, n't, earned, that, right]
GOLD:	AM: -2.18E03	LM: -8.67E01	Total: -2.26E03	[when, the, subordinate, bad, mouths, he, has, n't, earned, that, right]

GUESS:	AM: -2.58E03	LM: -8.74E01	Total: -2.67E03	[the, tele, quest, spokesman, said, the, executive, vice, president, post, wo, n't, be, felt]
GOLD:	AM: -2.58E03	LM: -8.61E01	Total: -2.67E03	[the, tele, quest, spokesman, said, the, executive, vice, president, post, wo, n't, be, filled]

GUESS:	AM: -1.63E03	LM: -8.94E01	Total: -1.72E03	[the, experts, worry, about, jail, space, but, there, 's, a, deeper, problem]
GOLD:	AM: -1.63E03	LM: -8.93E01	Total: -1.72E03	[the, experts, worry, about, jail, space, but, there, is, a, deeper, problem]

GUESS:	AM: -3.45E03	LM: -1.24E02	Total: -3.57E03	[the, dollar, bond, markets, in, general, were, quiet, as, participants, watched, for, signs, of, change, in, u., s., monetary, policy]
GOLD:	AM: -3.45E03	LM: -1.24E02	Total: -3.57E03	[the, dollar, bond, markets, in, general, were, quiet, as, participants, watched, for, signs, of, change, in, u., s., monetary, policy]

GUESS:	AM: -1.92E03	LM: -1.01E02	Total: -2.02E03	[colleges, say, such, grants, help, students, who, could, qualify, for, need, a, stated]
GOLD:	AM: -1.91E03	LM: -1.14E02	Total: -2.03E03	[colleges, say, such, grants, help, students, who, could, n't, qualify, for, need, based, aid]

GUESS:	AM: -2.57E03	LM: -9.22E01	Total: -2.66E03	[some, calm, the, return, to, world, oil, markets, after, last, week, 's, stormy, trading]
GOLD:	AM: -2.57E03	LM: -9.91E01	Total: -2.67E03	[some, calm, may, return, to, world, oil, markets, after, last, week, 's, stormy, trading]

GUESS:	AM: -3.57E03	LM: -1.34E02	Total: -3.71E03	[the, price, committee, for, the, organization, of, petroleum, exporting, countries, meets, next, sunday, in, some, said, that, should, spur, another, rally]
GOLD:	AM: -3.57E03	LM: -1.34E02	Total: -3.71E03	[the, price, committee, for, the, organization, of, petroleum, exporting, countries, meets, next, sunday, and, some, said, that, should, spur, another, rally]

GUESS:	AM: -1.99E03	LM: -6.41E01	Total: -2.05E03	[in, one, case, lawsuit, was, filed, which, was, later, settled]
GOLD:	AM: -1.99E03	LM: -6.56E01	Total: -2.05E03	[in, one, case, a, lawsuit, was, filed, which, was, later, settled]

GUESS:	AM: -1.18E03	LM: -3.53E01	Total: -1.21E03	[the, impact, of, the, cheating, was, unclear]
GOLD:	AM: -1.18E03	LM: -3.53E01	Total: -1.21E03	[the, impact, of, the, cheating, was, unclear]

